@relation ds6var
@attribute atrib1164 {0,1}
@attribute atrib773 {0,1}
@attribute atrib1244 {0,1}
@attribute atrib1246 {0,1}
@attribute atrib131 {0,1}
@attribute class {0,1}
@data
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,1,0,0,0,1
0,1,0,0,0,1
0,1,0,0,0,1
0,1,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,1,0,0,0,1
0,1,0,0,0,1
0,1,0,0,0,1
0,1,0,0,0,1
0,1,0,0,0,1
0,1,0,0,0,1
0,1,0,0,0,1
0,1,0,0,0,1
0,1,0,0,0,1
0,1,0,0,0,1
0,1,0,0,0,1
0,1,0,0,0,1
0,1,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,1,0,0,0,1
0,1,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,1,0,0,0,1
0,1,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
1,0,0,0,0,1
1,0,0,0,0,1
1,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,1,0,0,0,1
0,1,0,0,0,1
0,1,0,0,0,1
0,1,0,0,0,1
0,1,0,0,0,1
0,1,0,0,0,1
0,1,0,0,0,1
0,1,0,0,0,1
0,1,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
